id,carrier_name,name,level,plan_type,hsa_eligible,infertility_treatment_rider,individual_medical_deductible_in_network,individual_medical_deductible_out_of_network,family_medical_deductible_in_network,family_medical_deductible_out_of_network,individual_medical_moop_in_network,individual_medical_moop_out_of_network,family_medical_moop_in_network,family_medical_moop_out_of_network,coinsurance_in_network,coinsurance_out_of_network
70285CA8160076,BlueShield of California,Bronze Full PPO Savings 7000 OffEx INF,expanded_bronze,PPO,True,True,7000,10000,14000,20000,7000,14000,14000,28000,0,50
70285CA8160083,BlueShield of California,Platinum Tandem PPO 0/10 OffEx ,platinum,PPO,False,False,0,1000,0,2000,4700,9400,9400,18800,10,40
70285CA8160102,BlueShield of California,Platinum Tandem PPO 250/15 OffEx ,platinum,PPO,False,False,250,1000,500,2000,4300,8600,8600,17200,10,40
70285CA8160121,BlueShield of California,Gold Tandem PPO 750/30 OffEx,gold,PPO,False,False,750,1500,1500,3000,8150,16300,16300,32600,20,40
70285CA8160140,BlueShield of California,Silver Tandem PPO 2550/70 OffEx,silver,PPO,False,False,2550,5100,5100,10200,8750,17500,17500,35000,40,50
70285CA8160159,BlueShield of California,Silver Tandem PPO 2000/60 OffEx,silver,PPO,False,False,2000,4000,4000,8000,8750,17500,17500,35000,35,50
70285CA8160178,BlueShield of California,Bronze Tandem PPO 6250/65 OffEx,expanded_bronze,PPO,False,False,6250,12500,12500,25000,8750,17500,17500,35000,40,50
70285CA8160197,BlueShield of California,Platinum Tandem PPO 0/10 OffEx INF,platinum,PPO,False,True,0,1000,0,2000,4700,9400,9400,18800,10,40
70285CA8160216,BlueShield of California,Platinum Tandem PPO 250/15 OffEx INF,platinum,PPO,False,True,250,1000,500,2000,4300,8600,8600,17200,10,40
70285CA8160235,BlueShield of California,Gold Tandem PPO 750/30 OffEx INF,gold,PPO,False,True,750,1500,1500,3000,8150,16300,16300,32600,20,40
70285CA8160254,BlueShield of California,Silver Tandem PPO 2550/70 OffEx INF,silver,PPO,False,True,2550,5100,5100,10200,8750,17500,17500,35000,40,50
70285CA8160273,BlueShield of California,Silver Tandem PPO 2000/60 OffEx INF,silver,PPO,False,True,2000,4000,4000,8000,8750,17500,17500,35000,35,50
70285CA8160292,BlueShield of California,Bronze Tandem PPO 6250/65 OffEx INF,expanded_bronze,PPO,False,True,6250,12500,12500,25000,8750,17500,17500,35000,40,50
70285CA8160305,BlueShield of California,Platinum Full PPO 0/0 OffEx,platinum,PPO,False,False,0,1000,0,2000,5000,10000,10000,20000,10,40
70285CA8160306,BlueShield of California,Platinum Full PPO 0/0 OffEx INF,platinum,PPO,False,True,0,1000,0,2000,5000,10000,10000,20000,10,40
70285CA8160313,BlueShield of California,Platinum Tandem PPO 0/0 OffEx ,platinum,PPO,False,False,0,1000,0,2000,5000,10000,10000,20000,10,40
70285CA8160332,BlueShield of California,Platinum Tandem PPO 0/0 OffEx INF,platinum,PPO,False,True,0,1000,0,2000,5000,10000,10000,20000,10,40
70285CA8160355,BlueShield of California,Bronze Full PPO 7500/65 OffEx,expanded_bronze,PPO,False,False,7500,15000,15000,30000,8750,17500,17500,35000,50,50
70285CA8160356,BlueShield of California,Bronze Full PPO 7500/65 OffEx INF,expanded_bronze,PPO,False,True,7500,15000,15000,30000,8750,17500,17500,35000,50,50
70285CA8160363,BlueShield of California,Bronze Tandem PPO 7500/65 OffEx,expanded_bronze,PPO,False,False,7500,15000,15000,30000,8750,17500,17500,35000,50,50
70285CA8160382,BlueShield of California,Silver Tandem PPO Savings 2300/25% OffEx ,silver,PPO,True,False,2300,4600,3000,6000,7500,15000,15000,30000,25,50
70285CA8160401,BlueShield of California,Bronze Tandem PPO 7500/65 OffEx INF,expanded_bronze,PPO,False,True,7500,15000,15000,30000,8750,17500,17500,35000,50,50
70285CA8160420,BlueShield of California,Silver Tandem PPO Savings 2300/25% OffEx INF,silver,PPO,True,True,2300,4600,3000,6000,7500,15000,15000,30000,25,50
70285CA8160433,BlueShield of California,Silver Full PPO Savings 2600/35% HDHP PrevRx OffEx,silver,PPO,True,False,2600,5200,3000,6000,7500,15000,15000,30000,35,50
70285CA8160434,BlueShield of California,Silver Full PPO Savings 2600/35% HDHP PrevRx OffEx INF,silver,PPO,True,True,2600,5200,3000,6000,7500,15000,15000,30000,35,50
70285CA8160441,BlueShield of California,Gold Tandem PPO 0/25 OffEx,gold,PPO,False,False,0,1000,0,2000,8500,17000,17000,34000,30,40
70285CA8160460,BlueShield of California,Gold Tandem PPO 500/30 OffEx,gold,PPO,False,False,500,1000,1000,2000,8500,17000,17000,34000,20,40
70285CA8160479,BlueShield of California,Gold Tandem PPO 1000/35 OffEx,gold,PPO,False,False,1000,2000,2000,4000,8150,16300,16300,32600,20,40
70285CA8160498,BlueShield of California,Bronze Tandem PPO 6850/55 OffEx,expanded_bronze,PPO,False,False,6850,10850,13700,21700,8750,17500,17500,35000,35,50
70285CA8160517,BlueShield of California,Silver Tandem PPO Savings 2600/35% HDHP PrevRx OffEx,silver,PPO,True,False,2600,5200,3000,6000,7500,15000,15000,30000,35,50
70285CA8160536,BlueShield of California,Bronze Tandem PPO Savings 5700/40% OffEx,expanded_bronze,PPO,True,False,5700,11400,11400,22800,7000,14000,14000,28000,40,50
70285CA8160555,BlueShield of California,Bronze Tandem PPO Savings 7000 OffEx,expanded_bronze,PPO,True,False,7000,10000,14000,20000,7000,14000,14000,28000,0,50
70285CA8160574,BlueShield of California,Gold Tandem PPO 0/25 OffEx INF,gold,PPO,False,True,0,1000,0,2000,8500,17000,17000,34000,30,40
70285CA8160593,BlueShield of California,Gold Tandem PPO 500/30 OffEx INF,gold,PPO,False,True,500,1000,1000,2000,8500,17000,17000,34000,20,40
70285CA8160612,BlueShield of California,Gold Tandem PPO 1000/35 OffEx INF,gold,PPO,False,True,1000,2000,2000,4000,8150,16300,16300,32600,20,40
70285CA8160631,BlueShield of California,Bronze Tandem PPO 6850/55 OffEx INF,expanded_bronze,PPO,False,True,6850,10850,13700,21700,8750,17500,17500,35000,35,50
70285CA8160650,BlueShield of California,Silver Tandem PPO Savings 2600/35% HDHP PrevRx OffEx INF,silver,PPO,True,True,2600,5200,3000,6000,7500,15000,15000,30000,35,50
70285CA8160669,BlueShield of California,Bronze Tandem PPO Savings 5700/40% OffEx INF,expanded_bronze,PPO,True,True,5700,11400,11400,22800,7000,14000,14000,28000,40,50
70285CA8160688,BlueShield of California,Bronze Tandem PPO Savings 7000 OffEx INF,expanded_bronze,PPO,True,True,7000,10000,14000,20000,7000,14000,14000,28000,0,50
70285CA8160701,BlueShield of California,Silver Full PPO 2350/65 OffEx,silver,PPO,False,False,2350,4700,4700,9400,8750,17500,17500,35000,40,50
70285CA8160702,BlueShield of California,Silver Full PPO 2350/65 OffEx INF,silver,PPO,False,True,2350,4700,4700,9400,8750,17500,17500,35000,40,50
70285CA8160709,BlueShield of California,Silver Tandem PPO 2350/65 OffEx,silver,PPO,False,False,2350,4700,4700,9400,8750,17500,17500,35000,40,50
70285CA8160728,BlueShield of California,Silver Tandem PPO 2350/65 OffEx INF,silver,PPO,False,True,2350,4700,4700,9400,8750,17500,17500,35000,40,50
70285CA8160741,BlueShield of California,Platinum Full PPO 250/10 OffEx,platinum,PPO,False,False,250,250,500,500,3000,6000,6000,12000,10,40
70285CA8160742,BlueShield of California,Gold Full PPO Savings 1750/15% HDHP PrevRx OffEx,gold,PPO,True,False,1750,3500,3000,6000,3300,6600,6600,13200,15,40
70285CA8160743,BlueShield of California,Platinum Full PPO 250/10 OffEx INF,platinum,PPO,False,True,250,250,500,500,3000,6000,6000,12000,10,40
70285CA8160744,BlueShield of California,Gold Full PPO Savings 1750/15% HDHP PrevRx OffEx INF,gold,PPO,True,True,1750,3500,3000,6000,3300,6600,6600,13200,15,40
70285CA8160751,BlueShield of California,Platinum Tandem PPO 250/10 OffEx,platinum,PPO,False,False,250,250,500,500,3000,6000,6000,12000,10,40
70285CA8160770,BlueShield of California,Gold Tandem PPO Savings 1750/15% HDHP PrevRx OffEx,gold,PPO,True,False,1750,3500,3000,6000,3300,6600,6600,13200,15,40
70285CA8160789,BlueShield of California,Platinum Tandem PPO 250/10 OffEx INF,platinum,PPO,False,True,250,250,500,500,3000,6000,6000,12000,10,40
70285CA8160808,BlueShield of California,Gold Tandem PPO Savings 1750/15% HDHP PrevRx OffEx INF,gold,PPO,True,True,1750,3500,3000,6000,3300,6600,6600,13200,15,40
70285CA8160821,BlueShield of California,Bronze Full PPO 5500/65 OffEx,expanded_bronze,PPO,False,False,5500,11000,11000,22000,8750,17500,17500,35000,,50
70285CA8160822,BlueShield of California,Bronze Full PPO 6500/70 OffEx,expanded_bronze,PPO,False,False,6500,13000,13000,26000,8750,17500,17500,35000,50,50
70285CA8160823,BlueShield of California,Bronze Full PPO 5500/65 OffEx INF,expanded_bronze,PPO,False,True,5500,11000,11000,22000,8750,17500,17500,35000,,50
70285CA8160824,BlueShield of California,Bronze Full PPO 6500/70 OffEx INF,expanded_bronze,PPO,False,True,6500,13000,13000,26000,8750,17500,17500,35000,50,50
70285CA8160831,BlueShield of California,Bronze Tandem PPO 5500/65 OffEx,expanded_bronze,PPO,False,False,5500,11000,11000,22000,8750,17500,17500,35000,,50
70285CA8160850,BlueShield of California,Bronze Tandem PPO 6500/70 OffEx,expanded_bronze,PPO,False,False,6500,13000,13000,26000,8750,17500,17500,35000,50,50
70285CA8160869,BlueShield of California,Bronze Tandem PPO 5500/65 OffEx INF,expanded_bronze,PPO,False,True,5500,11000,11000,22000,8750,17500,17500,35000,,50
70285CA8160888,BlueShield of California,Bronze Tandem PPO 6500/70 OffEx INF,expanded_bronze,PPO,False,True,6500,13000,13000,26000,8750,17500,17500,35000,50,50
70285CA8170007,BlueShield of California,Gold Access+ HMO (R) 1500/35 OffEx ,gold,HMO,False,False,1500,,3000,,8150,,16300,,,
70285CA8170024,BlueShield of California,Gold Local Access+ HMO (R) 1500/35 OffEx,gold,HMO,False,False,1500,,3000,,8150,,16300,,,
70285CA8170041,BlueShield of California,Gold Trio HMO 1500/35 OffEx,gold,HMO,False,False,1500,,3000,,8150,,16300,,,
70285CA8170058,BlueShield of California,Silver Access+ HMO (R) 2300/70 OffEx,silver,HMO,False,False,2300,,4600,,8750,,17500,,,
70285CA8170075,BlueShield of California,Silver Local Access+ HMO (R) 2300/70 OffEx,silver,HMO,False,False,2300,,4600,,8750,,17500,,,
70285CA8170092,BlueShield of California,Silver Trio HMO 2300/70 OffEx,silver,HMO,False,False,2300,,4600,,8750,,17500,,,
70285CA8170109,BlueShield of California,Platinum Access+ HMO (R) 0/25 OffEx,platinum,HMO,False,False,0,,0,,2350,,4700,,,
70285CA8170126,BlueShield of California,Platinum Local Access+ HMO (R) 0/25 OffEx,platinum,HMO,False,False,0,,0,,2350,,4700,,,
70285CA8170143,BlueShield of California,Platinum Trio HMO 0/25 OffEx,platinum,HMO,False,False,0,,0,,2350,,4700,,,
70285CA8170160,BlueShield of California,Gold Access+ HMO (R) 500/35 OffEx,gold,HMO,False,False,500,,1000,,7500,,15000,,,
70285CA8170177,BlueShield of California,Gold Local Access+ HMO (R) 500/35 OffEx,gold,HMO,False,False,500,,1000,,7500,,15000,,,
70285CA8170194,BlueShield of California,Gold Trio HMO 500/35 OffEx,gold,HMO,False,False,500,,1000,,7500,,15000,,,
70285CA8170211,BlueShield of California,Platinum Access+ HMO (R) 0/20 OffEx,platinum,HMO,False,False,0,,0,,2000,,4000,,,
70285CA8170228,BlueShield of California,Platinum Local Access+ HMO (R) 0/20 OffEx,platinum,HMO,False,False,0,,0,,2000,,4000,,,
70285CA8170245,BlueShield of California,Platinum Trio HMO 0/20 OffEx,platinum,HMO,False,False,0,,0,,2000,,4000,,,
70285CA8170262,BlueShield of California,Platinum Access+ HMO (R) 0/30 OffEx,platinum,HMO,False,False,0,,0,,2700,,5400,,,
70285CA8170279,BlueShield of California,Platinum Local Access+ HMO (R) 0/30 OffEx,platinum,HMO,False,False,0,,0,,2700,,5400,,,
70285CA8170296,BlueShield of California,Platinum Trio HMO 0/30 OffEx,platinum,HMO,False,False,0,,0,,2700,,5400,,,
70285CA8170323,BlueShield of California,Gold Access+ HMO (R) 1500/35 OffEx INF,gold,HMO,False,True,1500,,3000,,8150,,16300,,,
70285CA8170340,BlueShield of California,Gold Local Access+ HMO (R) 1500/35 OffEx INF,gold,HMO,False,True,1500,,3000,,8150,,16300,,,
70285CA8170357,BlueShield of California,Gold Trio HMO 1500/35 OffEx INF,gold,HMO,False,True,1500,,3000,,8150,,16300,,,
70285CA8170374,BlueShield of California,Silver Access+ HMO (R) 2300/70 OffEx INF,silver,HMO,False,True,2300,,4600,,8750,,17500,,,
70285CA8170391,BlueShield of California,Silver Local Access+ HMO (R) 2300/70 OffEx INF,silver,HMO,False,True,2300,,4600,,8750,,17500,,,
70285CA8170408,BlueShield of California,Silver Trio HMO 2300/70 OffEx INF,silver,HMO,False,True,2300,,4600,,8750,,17500,,,
70285CA8170425,BlueShield of California,Platinum Access+ HMO (R) 0/25 OffEx INF,platinum,HMO,False,True,0,,0,,2350,,4700,,,
70285CA8170442,BlueShield of California,Platinum Local Access+ HMO (R) 0/25 OffEx INF,platinum,HMO,False,True,0,,0,,2350,,4700,,,
70285CA8170459,BlueShield of California,Platinum Trio HMO 0/25 OffEx INF,platinum,HMO,False,True,0,,0,,2350,,4700,,,
70285CA8170476,BlueShield of California,Gold Access+ HMO (R) 500/35 OffEx INF,gold,HMO,False,True,500,,1000,,7500,,15000,,,
70285CA8170493,BlueShield of California,Gold Local Access+ HMO (R) 500/35 OffEx INF,gold,HMO,False,True,500,,1000,,7500,,15000,,,
70285CA8170510,BlueShield of California,Gold Trio HMO 500/35 OffEx INF,gold,HMO,False,True,500,,1000,,7500,,15000,,,
70285CA8170527,BlueShield of California,Platinum Access+ HMO (R) 0/20 OffEx INF,platinum,HMO,False,True,0,,0,,2000,,4000,,,
70285CA8170544,BlueShield of California,Platinum Local Access+ HMO (R) 0/20 OffEx INF,platinum,HMO,False,True,0,,0,,2000,,4000,,,
70285CA8170561,BlueShield of California,Platinum Trio HMO 0/20 OffEx INF,platinum,HMO,False,True,0,,0,,2000,,4000,,,
70285CA8170578,BlueShield of California,Platinum Access+ HMO (R) 0/30 OffEx INF,platinum,HMO,False,True,0,,0,,2700,,5400,,,
70285CA8170595,BlueShield of California,Platinum Local Access+ HMO (R) 0/30 OffEx INF,platinum,HMO,False,True,0,,0,,2700,,5400,,,
70285CA8170612,BlueShield of California,Platinum Trio HMO 0/30 OffEx INF,platinum,HMO,False,True,0,,0,,2700,,5400,,,
70285CA8170639,BlueShield of California,Gold Access+ HMO (R) 0/30 OffEx,gold,HMO,False,False,0,,0,,7000,,14000,,,
70285CA8170656,BlueShield of California,Gold Local Access+ HMO (R) 0/30 OffEx,gold,HMO,False,False,0,,0,,7000,,14000,,,
70285CA8170673,BlueShield of California,Gold Trio HMO 0/30 OffEx,gold,HMO,False,False,0,,0,,7000,,14000,,,
70285CA8170741,BlueShield of California,Gold Access+ HMO (R) 0/30 OffEx INF,gold,HMO,False,True,0,,0,,7000,,14000,,,
70285CA8170758,BlueShield of California,Gold Local Access+ HMO (R) 0/30 OffEx INF,gold,HMO,False,True,0,,0,,7000,,14000,,,
70285CA8170775,BlueShield of California,Gold Trio HMO 0/30 OffEx INF,gold,HMO,False,True,0,,0,,7000,,14000,,,
70285CA8170848,BlueShield of California,Gold Access+ HMO (R) 1000/35 OffEx ,gold,HMO,False,False,1000,,2000,,7500,,15000,,,
70285CA8170865,BlueShield of California,Gold Local Access+ HMO (R) 1000/35 OffEx,gold,HMO,False,False,1000,,2000,,7500,,15000,,,
70285CA8170882,BlueShield of California,Gold Trio HMO 1000/35 OffEx,gold,HMO,False,False,1000,,2000,,7500,,15000,,,
70285CA8170907,BlueShield of California,Gold Access+ HMO (R) 1000/35 OffEx INF,gold,HMO,False,True,1000,,2000,,7500,,15000,,,
70285CA8170924,BlueShield of California,Gold Local Access+ HMO (R) 1000/35 OffEx INF,gold,HMO,False,True,1000,,2000,,7500,,15000,,,
70285CA8170941,BlueShield of California,Gold Trio HMO 1000/35 OffEx INF,gold,HMO,False,True,1000,,2000,,7500,,15000,,,
70285CA8170961,BlueShield of California,Silver Access+ HMO (R) 2750/70 OffEx,silver,HMO,False,False,2750,,5500,,8750,,17500,,,
70285CA8170978,BlueShield of California,Silver Local Access+ HMO (R) 2750/70 OffEx,silver,HMO,False,False,2750,,5500,,8750,,17500,,,
70285CA8170995,BlueShield of California,Silver Trio HMO 2750/70 OffEx,silver,HMO,False,False,2750,,5500,,8750,,17500,,,
70285CA8171025,BlueShield of California,Silver Access+ HMO (R) 2750/70 OffEx INF,silver,HMO,False,True,2750,,5500,,8750,,17500,,,
70285CA8171042,BlueShield of California,Silver Local Access+ HMO (R) 2750/70 OffEx INF,silver,HMO,False,True,2750,,5500,,8750,,17500,,,
70285CA8171059,BlueShield of California,Silver Trio HMO 2750/70 OffEx INF,silver,HMO,False,True,2750,,5500,,8750,,17500,,,
70285CA8171089,BlueShield of California,Bronze Trio HMO 7000/70 OffEx,expanded_bronze,HMO,False,False,7000,,14000,,8750,,14000,,50,
70285CA8171107,BlueShield of California,Bronze Trio HMO 7000/70 OffEx INF,expanded_bronze,HMO,False,True,7000,,14000,,8750,,14000,,50,
70285CA8171125,BlueShield of California,Bronze Access+ HMO (R) 7000/70 OffEx,expanded_bronze,HMO,False,False,7000,,14000,,8750,,17500,,50,
70285CA8171142,BlueShield of California,Bronze Local Access+ HMO (R) 7000/70 OffEx,expanded_bronze,HMO,False,False,7000,,14000,,8750,,17500,,50,
70285CA8171159,BlueShield of California,Bronze Access+ HMO (R) 7000/70 OffEx INF,expanded_bronze,HMO,False,True,7000,,14000,,8750,,17500,,50,
70285CA8171176,BlueShield of California,Bronze Local Access+ HMO (R) 7000/70 OffEx INF,expanded_bronze,HMO,False,True,7000,,14000,,8750,,17500,,50,
70285CA8230007,CoveredCA,Blue Shield Trio Gold 80 HMO 250/35 + Child Dental INF,gold,HMO,False,True,250,,500,,7800,,15600,,20,
70285CA8230024,CoveredCA,Blue Shield Trio Platinum 90 HMO 0/20 + Child Dental INF,platinum,HMO,False,True,0,,0,,4500,,9000,,10,
70285CA8230041,CoveredCA,Trio Silver 70 HMO 2500/55 + Child Dental INF,silver,HMO,False,True,2500,,5000,,8750,,17500,,40,
70285CA8230058,CoveredCA,Trio Gold 80 HMO 250/35 + Child Dental,gold,HMO,False,False,250,,500,,7800,,15600,,20,
70285CA8230075,CoveredCA,Trio Platinum 90 HMO 0/20 + Child Dental,platinum,HMO,False,False,0,,0,,4500,,9000,,10,
70285CA8230092,CoveredCA,Trio Silver 70 HMO 2500/55 + Child Dental,silver,HMO,False,False,2500,,5000,,8750,,17500,,40,
70285CA8230123,CoveredCA,Blue Shield Bronze Trio HMO 7000/70 + Child Dental INF,bronze,HMO,False,True,7000,,14000,,8750,,17500,,50,
70285CA8230141,CoveredCA,Blue Shield Bronze Trio HMO 7000/70 + Child Dental,bronze,HMO,False,False,7000,,14000,,8750,,17500,,50,
70285CA8230195,CoveredCA,Blue Shield Access+ Platinum 90 HMO 0/20 + Child Dental INF,platinum,HMO,False,True,0,,0,,4500,,9000,,10,
70285CA8230214,CoveredCA,Blue Shield Access+ Platinum 90 HMO 0/20 + Child Dental,platinum,HMO,False,False,0,,0,,4500,,9000,,10,
70285CA8230233,CoveredCA,Blue Shield Access+ Gold 80 HMO 250/35 + Child Dental INF,gold,HMO,False,True,250,,500,,7800,,15600,,20,
70285CA8230252,CoveredCA,Blue Shield Access+ Gold 80 HMO 250/35 + Child Dental,gold,HMO,False,False,250,,500,,7800,,15600,,20,
70285CA8230271,CoveredCA,Blue Shield Access+ Silver 70 HMO 2500/55 + Child Dental INF,silver,HMO,False,True,2500,,5000,,8750,,17500,,40,
70285CA8230290,CoveredCA,Blue Shield Access+ Silver 70 HMO 2500/55 + Child Dental,silver,HMO,False,False,2500,,5000,,8750,,17500,,40,
95677CA0100001-13,UnitedHealthcare,Navigate EPO Bronze CDFE /K92L,bronze,EPO,False,True,6300,,12600,,8200,,16400,,40,
95677CA0100002-13,UnitedHealthcare,Navigate EPO Platinum CDFB /K89L,platinum,EPO,False,True,0,,0,,4500,,9000,,10,
95677CA0100003-13,UnitedHealthcare,Navigate EPO Gold CDFC /K90L,gold,EPO,False,True,350,,700,,7800,,15600,,20,
95677CA0100004-13,UnitedHealthcare,Navigate EPO Silver CUVI /N53L,silver,EPO,False,True,2500,,5000,,8600,,17200,,35,
