id,carrier_name,name,level,plan_type,individual_medical_deductible,family_medical_deductible,individual_medical_moop,family_medical_moop,plan_coinsurance,hsa_eligible,infertility_treatment_rider,individual_drug_deductible,family_drug_deductible,primary_care_physician,chiropractic_services,individual_medical_deductible_in_network,family_medical_deductible_in_network,individual_medical_moop_in_network,family_medical_moop_in_network,coinsurance_in_network,individual_drug_deductible_in_network,family_drug_deductible_in_network,primary_care_physician_in_network_cleaned,pcp_cleaned_dollar_values_in_network,pcp_cleaned_percentages_in_network,pcp_initial_visits_in_network,pcp_after_deductible_in_network,anthem_travel_and_lodging
27603CA1211412-13,Anthem,Anthem Gold Vivity HMO 35/1000 WH w/ T&L,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $6,750 / Out-of-Network: Not Covered","In-Network: $13,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1000,2000,6750,13500,0,0,0,$35,[35.0],[],0,False,True
27603CA1211393-13,Anthem,Anthem Gold Vivity HMO 35/1000 w/ T&L,gold,HMO,"In-Network: $1,000 / Out-of-Network: Not Covered","In-Network: $2,000 / Out-of-Network: Not Covered","In-Network: $6,750 / Out-of-Network: Not Covered","In-Network: $13,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1000,2000,6750,13500,0,0,0,$35,[35.0],[],0,False,True
27603CA1211431,Anthem,Anthem Gold Vivity HMO 35/1850,gold,HMO,"In-Network: $1,850 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1850,3700,7250,14500,0,0,0,$35,[35.0],[],0,False,False
27603CA1211450,Anthem,Anthem Gold Vivity HMO 35/1850 WH,gold,HMO,"In-Network: $1,850 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1850,3700,7250,14500,0,0,0,$35,[35.0],[],0,False,False
27603CA1211450-13,Anthem,Anthem Gold Vivity HMO 35/1850 WH w/ T&L,gold,HMO,"In-Network: $1,850 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1850,3700,7250,14500,0,0,0,$35,[35.0],[],0,False,True
27603CA1211431-13,Anthem,Anthem Gold Vivity HMO 35/1850 w/ T&L,gold,HMO,"In-Network: $1,850 / Out-of-Network: Not Covered","In-Network: $3,700 / Out-of-Network: Not Covered","In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: Included in Medical / Out-of-Network: Not Covered,In-Network: $35 / Out-of-Network: Not Covered,True,1850,3700,7250,14500,0,0,0,$35,[35.0],[],0,False,True
27603CA1211336,Anthem,Anthem Platinum HMO 0/20,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,1900,3800,0,0,0,$20,[20.0],[],0,False,False
27603CA1211336-13,Anthem,Anthem Platinum HMO 0/20 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,1900,3800,0,0,0,$20,[20.0],[],0,False,True
27603CA1210525,Anthem,Anthem Platinum HMO 0/25,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,2300,4600,0,0,0,$25,[25.0],[],0,False,False
27603CA1210525-13,Anthem,Anthem Platinum HMO 0/25 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,2300,4600,0,0,0,$25,[25.0],[],0,False,True
27603CA1210880,Anthem,Anthem Platinum HMO 0/30,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,False
27603CA1210880-13,Anthem,Anthem Platinum HMO 0/30 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,True
27603CA1211638,Anthem,Anthem Platinum Priority Select HMO 0/20,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,1900,3800,0,0,0,$20,[20.0],[],0,False,False
27603CA1211638-13,Anthem,Anthem Platinum Priority Select HMO 0/20 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,1900,3800,0,0,0,$20,[20.0],[],0,False,True
27603CA1210912,Anthem,Anthem Platinum Priority Select HMO 0/25,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,2300,4600,0,0,0,$25,[25.0],[],0,False,False
27603CA1210912-13,Anthem,Anthem Platinum Priority Select HMO 0/25 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,2300,4600,0,0,0,$25,[25.0],[],0,False,True
27603CA1210917,Anthem,Anthem Platinum Priority Select HMO 0/30,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,False
27603CA1210917-13,Anthem,Anthem Platinum Priority Select HMO 0/30 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,True
27603CA1211618,Anthem,Anthem Platinum Select HMO 0/20,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,1900,3800,0,0,0,$20,[20.0],[],0,False,False
27603CA1211618-13,Anthem,Anthem Platinum Select HMO 0/20 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $1,900 / Out-of-Network: Not Covered","In-Network: $3,800 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,1900,3800,0,0,0,$20,[20.0],[],0,False,True
27603CA1210485,Anthem,Anthem Platinum Select HMO 0/25,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,2300,4600,0,0,0,$25,[25.0],[],0,False,False
27603CA1210485-13,Anthem,Anthem Platinum Select HMO 0/25 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,300 / Out-of-Network: Not Covered","In-Network: $4,600 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $25 / Out-of-Network: Not Covered,True,0,0,2300,4600,0,0,0,$25,[25.0],[],0,False,True
27603CA1210896,Anthem,Anthem Platinum Select HMO 0/30,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,False
27603CA1210896-13,Anthem,Anthem Platinum Select HMO 0/30 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,700 / Out-of-Network: Not Covered","In-Network: $5,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,2700,5400,0,0,0,$30,[30.0],[],0,False,True
27603CA1211355,Anthem,Anthem Platinum Vivity HMO 15,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: Not Covered,True,0,0,2500,5000,0,0,0,$15,[15.0],[],0,False,False
27603CA1211374,Anthem,Anthem Platinum Vivity HMO 15 WH,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: Not Covered,True,0,0,2500,5000,0,0,0,$15,[15.0],[],0,False,False
27603CA1211374-13,Anthem,Anthem Platinum Vivity HMO 15 WH w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: Not Covered,True,0,0,2500,5000,0,0,0,$15,[15.0],[],0,False,True
27603CA1211355-13,Anthem,Anthem Platinum Vivity HMO 15 w/ T&L,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $15 / Out-of-Network: Not Covered,True,0,0,2500,5000,0,0,0,$15,[15.0],[],0,False,True
27603CA0000020-77,CalChoice,Anthem Priority Select HMO Gold HMO C,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7250,14500,0,0,0,$30,[30.0],[],0,False,False
27603CA0000019-77,CalChoice,Anthem Priority Select HMO Silver HMO C,silver,HMO,"In-Network: $2,200 / Out-of-Network: Not Covered","In-Network: $4,400 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2200,4400,9100,18200,0,300,600,$60,[60.0],[],0,False,False
27603CA0000005-77,CalChoice,Anthem Select HMO Gold HMO A,gold,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $7,250 / Out-of-Network: Not Covered","In-Network: $14,500 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $30 / Out-of-Network: Not Covered,True,0,0,7250,14500,0,0,0,$30,[30.0],[],0,False,False
27603CA0000006-77,CalChoice,Anthem Select HMO Platinum HMO A,platinum,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $20 / Out-of-Network: Not Covered,True,0,0,2500,5000,0,0,0,$20,[20.0],[],0,False,False
27603CA0000004-77,CalChoice,Anthem Select HMO Silver HMO A,silver,HMO,"In-Network: $2,200 / Out-of-Network: Not Covered","In-Network: $4,400 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: Not Applicable / Out-of-Network: Not Applicable,False,False,In-Network: $300 / Out-of-Network: Not Covered,In-Network: $600 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2200,4400,9100,18200,0,300,600,$60,[60.0],[],0,False,False
27603CA1210783,Anthem,Anthem Silver HMO 55,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,200 / Out-of-Network: Not Covered","In-Network: $18,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $800 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,True,0,0,9200,18400,0,400,800,$55,[55.0],[],0,False,False
27603CA1210783-13,Anthem,Anthem Silver HMO 55 w/ T&L,silver,HMO,In-Network: $0 / Out-of-Network: Not Covered,In-Network: $0 / Out-of-Network: Not Covered,"In-Network: $9,200 / Out-of-Network: Not Covered","In-Network: $18,400 / Out-of-Network: Not Covered",In-Network: 0% / Out-of-Network: Not Applicable,False,False,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $800 / Out-of-Network: Not Covered,In-Network: $55 / Out-of-Network: Not Covered,True,0,0,9200,18400,0,400,800,$55,[55.0],[],0,False,True
27603CA1210986,Anthem,Anthem Silver HMO 60/2500/45%,silver,HMO,"In-Network: $2,500 / Out-of-Network: Not Covered","In-Network: $5,000 / Out-of-Network: Not Covered","In-Network: $9,100 / Out-of-Network: Not Covered","In-Network: $18,200 / Out-of-Network: Not Covered",In-Network: 45% / Out-of-Network: Not Applicable,False,False,In-Network: $200 / Out-of-Network: Not Covered,In-Network: $400 / Out-of-Network: Not Covered,In-Network: $60 / Out-of-Network: Not Covered,True,2500,5000,9100,18200,45,200,400,$60,[60.0],[],0,False,False
